Age,Work_Hours_Per_Week,Projects_Handled,Training_Hours,Employee_Satisfaction_Score,Resigned
49,50,26,82,2.27,FALSE
28,53,23,43,4.03,FALSE
59,41,37,43,4.75,FALSE
35,50,9,17,1.87,FALSE
37,60,9,42,4.74,FALSE
34,34,10,22,3.07,FALSE
31,46,10,88,1.41,FALSE
48,55,19,0,2.46,FALSE
50,48,42,5,4.41,FALSE
37,38,2,33,2.06,FALSE
43,48,42,95,4.85,FALSE
26,48,37,86,4.25,FALSE
44,50,17,60,3.88,FALSE
49,44,2,10,2.85,FALSE
43,50,14,35,3.84,FALSE
41,55,25,81,1.32,FALSE
59,47,45,88,2.22,FALSE
23,38,8,83,3.56,FALSE
38,43,21,36,3.45,FALSE
26,42,18,42,1.52,FALSE
41,53,32,75,4.67,FALSE
45,48,16,39,4.36,FALSE
43,45,49,13,3.29,FALSE
58,51,43,98,4.89,FALSE
54,53,35,91,1.97,FALSE
47,47,24,34,2.49,FALSE
40,34,4,35,3.62,FALSE
39,40,24,73,2.77,FALSE
47,37,47,46,2.82,FALSE
37,58,40,39,3.88,FALSE
55,40,22,39,1.81,FALSE
42,31,11,85,2.23,FALSE
29,57,4,41,4.11,FALSE
55,39,3,26,4.09,FALSE
27,38,41,73,4.19,FALSE
33,45,49,8,3.26,FALSE
22,31,38,43,2.8,FALSE
44,38,40,56,4.07,FALSE
55,57,24,53,2.21,FALSE
60,40,11,49,1.55,FALSE
46,48,17,56,2.43,FALSE
22,59,42,29,4.11,FALSE
24,39,26,20,4.13,FALSE
38,33,14,99,3.05,FALSE
34,58,39,70,2.54,FALSE
31,36,38,59,4.68,FALSE
31,52,3,8,3.89,FALSE
44,41,35,18,3.37,FALSE
36,40,29,20,1.79,FALSE
24,40,36,6,1.5,FALSE
33,53,41,94,4.02,FALSE
36,60,3,49,1.18,FALSE
55,56,1,90,2.31,FALSE
30,57,20,73,4.1,FALSE
52,60,32,63,1.24,FALSE
60,41,0,47,1.4,FALSE
59,47,15,81,1.46,FALSE
45,60,30,45,3.91,FALSE
46,54,40,6,4.49,FALSE
38,52,38,87,4.67,FALSE
26,59,29,62,1.25,FALSE
46,35,42,20,3.39,FALSE
45,51,40,89,3.56,FALSE
54,38,30,4,4.55,FALSE
55,37,21,24,3.37,FALSE
38,45,21,34,4.05,FALSE
58,53,32,84,2.48,FALSE
28,42,8,34,1.12,FALSE
39,38,39,70,1.4,FALSE
34,52,6,44,1.04,FALSE
39,38,33,83,4.7,FALSE
42,48,38,21,2.63,FALSE
52,46,11,79,2.72,FALSE
40,47,11,18,2.36,FALSE
24,46,40,1,1.14,FALSE
23,36,37,87,4.5,FALSE
40,54,41,16,1.96,FALSE
42,34,41,18,4.4,FALSE
25,53,2,96,3.61,FALSE
41,43,37,97,1.13,FALSE
60,41,46,60,4.69,FALSE
51,45,46,5,4.46,FALSE
49,32,12,18,1.59,FALSE
60,50,2,26,2.02,FALSE
51,33,3,36,3.05,FALSE
28,33,11,56,4.47,FALSE
30,58,8,30,1.49,FALSE
31,56,44,11,2.86,FALSE
39,60,28,61,4.28,FALSE
47,51,45,9,2.78,FALSE
24,47,17,35,2.18,FALSE
46,56,43,57,3.21,FALSE
25,42,44,60,1.34,FALSE
59,50,38,22,1.19,FALSE
59,53,25,55,2.46,FALSE
50,36,27,1,3.95,FALSE
23,50,8,86,3.7,FALSE
59,31,0,37,4.59,FALSE
56,60,31,35,1.15,FALSE
25,57,6,95,2.04,FALSE
40,37,29,67,3.32,FALSE
28,57,44,1,4.07,FALSE
26,52,24,52,3.82,FALSE
50,46,1,72,4.08,FALSE
57,37,41,64,3.62,FALSE
30,56,38,23,1.15,FALSE
40,31,20,71,1.78,FALSE
27,56,47,45,3.71,FALSE
51,59,27,98,2.53,FALSE
33,47,44,6,2.08,FALSE
48,31,30,84,1.03,FALSE
48,32,18,93,1.76,FALSE
37,51,25,16,4.62,FALSE
37,59,25,77,3.8,FALSE
39,37,9,25,4.35,FALSE
43,60,31,53,1.21,FALSE
24,41,43,73,4.52,FALSE
47,43,8,19,4.51,FALSE
51,30,30,26,3.65,FALSE
57,32,2,12,2.8,FALSE
38,60,23,62,3.26,FALSE
54,52,4,65,3.27,FALSE
41,59,49,15,3.29,FALSE
51,51,9,37,4.52,FALSE
23,56,49,54,3.32,FALSE
30,57,1,79,3.29,FALSE
49,48,8,90,2.32,FALSE
55,31,48,25,3.8,FALSE
44,55,26,29,2.93,FALSE
42,57,3,9,1.18,FALSE
26,40,1,10,1.24,FALSE
55,54,36,99,2.94,FALSE
52,38,4,73,2.35,FALSE
31,55,19,41,1.4,FALSE
55,52,2,46,3.79,FALSE
30,38,36,13,4,FALSE
56,30,47,15,1.04,FALSE
30,37,18,8,3.3,FALSE
34,55,41,58,3.97,FALSE
38,46,44,79,3.19,FALSE
48,34,1,72,4.63,FALSE
59,40,29,21,2.56,FALSE
60,35,20,78,1.17,FALSE
55,55,44,91,1.62,FALSE
40,42,9,12,3.98,FALSE
48,59,32,80,2.82,FALSE
39,42,24,44,4.37,FALSE
41,55,20,45,2.79,FALSE
45,54,33,55,1.76,FALSE
54,60,22,10,1,FALSE
23,53,4,51,1.67,FALSE
38,41,1,58,3.88,FALSE
31,45,0,93,4.47,FALSE
40,32,33,31,3.24,FALSE
24,60,12,45,1.98,FALSE
47,30,26,12,2.38,FALSE
44,51,33,75,1.98,FALSE
36,56,48,22,2.91,FALSE
52,56,4,78,3.66,FALSE
53,57,38,52,2.94,FALSE
59,49,21,68,4.75,FALSE
37,49,45,20,2.4,FALSE
26,50,12,41,2.13,FALSE
28,30,45,61,1.95,FALSE
59,53,19,87,4.36,FALSE
36,38,48,95,2.55,FALSE
37,34,47,0,2.88,FALSE
60,52,49,98,3.69,FALSE
24,56,22,20,2.49,FALSE
36,54,7,33,4.69,FALSE
50,32,41,56,1.57,FALSE
44,57,49,24,4.34,FALSE
24,41,12,17,3.4,FALSE
24,45,29,91,1.55,FALSE
26,39,15,56,2.74,FALSE
59,52,11,52,4.72,FALSE
54,44,17,9,2.19,FALSE
49,42,40,95,4.95,FALSE
26,31,46,4,1.96,FALSE
36,57,31,96,2.4,FALSE
24,40,31,63,4.71,FALSE
42,60,31,2,2.07,FALSE
36,45,19,99,3.34,FALSE
42,48,19,20,1.29,FALSE
56,41,43,49,1.77,FALSE
45,54,7,10,4.2,FALSE
23,31,49,83,4.9,FALSE
48,46,35,41,2.13,FALSE
26,46,21,0,3.58,FALSE
27,40,6,74,2.26,FALSE
26,40,18,97,3.91,FALSE
38,58,32,91,4.18,FALSE
31,40,18,22,1.79,FALSE
43,42,47,7,1.91,FALSE
33,60,18,39,3.04,FALSE
27,32,9,5,1.31,FALSE
32,58,38,46,3.86,FALSE
22,41,12,62,1.53,FALSE
59,42,0,66,1.36,FALSE
46,55,37,32,2.09,FALSE
38,51,49,35,1.05,FALSE
29,43,41,91,1.78,FALSE
35,60,21,8,3.28,FALSE
25,50,5,56,3.52,FALSE
32,31,42,70,1.54,FALSE
54,58,16,96,3.35,FALSE
39,45,22,98,1.12,FALSE
32,50,30,54,2.67,FALSE
58,45,18,8,4.3,FALSE
42,56,21,19,2.92,FALSE
37,41,25,0,4.62,FALSE
31,55,49,90,1.47,FALSE
52,48,14,50,4.39,FALSE
47,44,24,26,1.81,FALSE
23,51,22,71,4.62,FALSE
58,43,14,76,3.65,FALSE
36,51,1,79,1.2,FALSE
26,45,4,51,1.33,FALSE
30,56,31,41,2.31,FALSE
59,39,7,91,4.72,FALSE
57,55,38,83,1.86,FALSE
27,46,34,65,4.28,FALSE
26,39,40,95,1.3,FALSE
45,52,34,48,1.28,FALSE
45,59,0,18,2.14,FALSE
38,47,47,51,3.98,FALSE
32,40,48,81,1.11,FALSE
22,36,11,43,1.81,FALSE
46,49,8,68,3.51,FALSE
44,40,25,29,4.44,FALSE
30,60,33,26,1.4,FALSE
26,36,32,46,4.99,FALSE
51,46,49,34,4.34,FALSE
31,60,31,19,4.06,FALSE
29,60,26,21,1.5,FALSE
31,46,29,7,4.76,FALSE
40,42,12,64,1.1,FALSE
46,58,13,84,4.4,FALSE
31,48,39,49,1.61,FALSE
36,36,5,43,3.14,FALSE
57,42,17,14,4.21,FALSE
34,30,13,82,2.01,FALSE
28,58,39,2,1.46,FALSE
55,36,34,61,2.13,FALSE
37,32,43,73,3.82,FALSE
46,33,11,33,1.84,FALSE
46,39,10,79,2.28,FALSE
32,33,19,73,3.18,FALSE
43,30,40,1,3.65,FALSE
30,47,49,8,3.88,FALSE
60,50,32,1,1.87,FALSE
35,30,29,95,4.34,FALSE
58,49,40,47,3.79,FALSE
47,49,17,45,3.72,FALSE
38,47,26,78,2.27,FALSE
30,53,36,31,4.91,FALSE
22,30,49,46,1.57,FALSE
52,53,22,60,4.64,FALSE
47,40,13,96,3.98,FALSE
44,38,43,3,2.28,FALSE
40,43,18,33,4.19,FALSE
37,55,34,59,3.12,FALSE
28,47,5,59,4.18,FALSE
27,45,49,25,1.15,FALSE
52,44,2,81,3.5,FALSE
59,58,5,92,4.96,FALSE
47,31,44,56,1.99,FALSE
44,37,23,25,1.65,FALSE
23,46,12,26,3.11,FALSE
53,31,7,17,1.72,FALSE
28,44,41,17,2.81,FALSE
38,53,7,95,4.98,FALSE
38,50,24,82,3.81,FALSE
37,50,0,58,2.42,FALSE
52,54,13,27,3.67,FALSE
57,55,37,10,3.04,FALSE
51,31,25,3,4.44,FALSE
28,35,5,22,3.45,FALSE
29,53,40,81,2.26,FALSE
36,43,14,73,2.35,FALSE
41,59,45,17,3.44,FALSE
28,58,1,96,1.71,FALSE
31,50,17,3,4.15,FALSE
41,57,19,1,3.07,FALSE
35,60,24,14,4.85,FALSE
45,35,23,3,4.39,FALSE
47,37,34,56,3.4,FALSE
51,40,7,66,1.53,FALSE
56,60,24,6,1.67,FALSE
43,36,18,33,3.15,FALSE
24,51,27,99,3.94,FALSE
54,48,33,10,2.68,FALSE
49,46,49,40,4.3,FALSE
42,40,41,2,1.22,FALSE
41,55,7,16,3.84,FALSE
50,51,22,29,1.47,FALSE
25,54,37,44,1.82,FALSE
44,35,44,27,4.6,FALSE
28,59,45,48,1.33,FALSE
29,37,49,24,1.49,FALSE
39,38,33,78,4.6,FALSE
23,42,26,44,2.61,FALSE
43,47,29,62,3.38,FALSE
26,58,2,97,1.79,FALSE
26,32,22,41,2.21,FALSE
54,36,34,0,3.3,FALSE
23,50,28,54,4.84,FALSE
46,45,10,92,2.52,FALSE
56,51,22,24,3.44,FALSE
24,39,13,50,4.96,FALSE
38,53,1,32,2.76,FALSE
22,44,48,46,2.61,FALSE
47,46,43,77,4.55,FALSE
28,32,8,43,1.18,FALSE
33,35,9,99,4.16,FALSE
37,34,3,44,3.84,FALSE
57,58,24,88,1.55,FALSE
43,55,38,89,4.51,FALSE
22,35,7,59,3.04,FALSE
52,32,40,52,3.07,FALSE
49,49,31,20,2.02,FALSE
38,33,48,31,2.54,FALSE
39,39,18,27,2.93,FALSE
40,42,29,41,1.43,FALSE
36,42,9,67,3.25,FALSE
58,32,41,23,3.51,FALSE
48,60,16,80,1.4,FALSE
39,41,44,74,2.13,FALSE
28,36,47,79,1.71,FALSE
55,42,26,68,2.54,FALSE
55,41,30,97,2.44,FALSE
53,58,4,99,4.97,FALSE
27,47,26,42,2.88,FALSE
53,32,6,63,3.12,FALSE
35,45,23,68,3.68,FALSE
57,58,34,52,1.32,FALSE
39,43,47,96,2.4,FALSE
23,60,43,62,4.31,FALSE
52,54,23,39,2.22,FALSE
29,47,36,80,2.7,FALSE
58,53,49,29,4.34,FALSE
26,34,33,54,3.34,FALSE
29,33,46,13,3.08,FALSE
54,49,46,37,2,FALSE
27,39,17,77,1.22,FALSE
25,56,3,82,1.18,FALSE
42,57,3,76,3.54,FALSE
57,58,6,26,3.65,FALSE
25,53,14,89,2.46,FALSE
38,31,2,74,2.12,FALSE
48,44,17,44,4.32,FALSE
27,33,41,63,4.18,FALSE
23,53,6,37,1.45,FALSE
37,43,15,36,3.9,FALSE
43,30,32,91,3.64,FALSE
50,32,49,15,1.55,FALSE
52,41,0,79,1.05,FALSE
40,45,47,42,2.66,FALSE
40,51,41,85,1.03,FALSE
54,56,43,87,4.2,FALSE
44,57,20,71,4.47,FALSE
60,35,28,24,1.13,FALSE
40,47,49,94,1.6,FALSE
33,54,9,24,1.3,FALSE
55,32,29,55,1.72,FALSE
45,38,23,96,2.34,FALSE
57,39,3,38,1.37,FALSE
60,46,10,74,1.05,FALSE
42,54,9,10,4.24,FALSE
25,50,29,10,4.33,FALSE
23,37,12,99,3.65,FALSE
53,31,34,56,2.64,FALSE
59,49,39,35,2.27,FALSE
38,33,45,35,1.91,FALSE
58,52,0,85,2.52,FALSE
48,38,21,38,4.62,FALSE
57,32,27,47,3.28,FALSE
46,60,38,9,4.49,FALSE
41,55,33,89,1.91,FALSE
60,48,23,48,1.2,FALSE
32,49,17,57,2.98,FALSE
53,45,49,11,1.74,FALSE
41,52,2,58,4.25,FALSE
55,49,22,58,4.26,FALSE
30,54,42,1,1.5,FALSE
41,54,5,84,2.2,FALSE
50,46,9,60,2.47,FALSE
37,44,30,78,3.56,FALSE
34,37,30,91,2.1,FALSE
45,37,10,82,2.28,FALSE
36,41,45,45,3.45,FALSE
57,40,2,84,3.56,FALSE
55,55,3,58,2.37,FALSE
59,54,49,86,4.19,FALSE
41,59,5,56,2.64,FALSE
39,50,48,12,2.49,FALSE
60,60,3,14,1.82,FALSE
30,37,34,93,4.11,FALSE
46,52,31,49,1.06,FALSE
38,30,38,44,2.86,FALSE
49,39,47,56,2.2,FALSE
46,36,43,66,3.76,FALSE
33,47,24,24,2.94,FALSE
50,53,9,35,2.23,FALSE
28,60,23,9,1.72,FALSE
51,39,17,43,1.51,FALSE
25,44,34,23,4.63,FALSE
45,51,47,3,4.12,FALSE
49,51,41,47,1.24,FALSE
51,45,33,39,3.39,FALSE
33,48,24,13,3.83,FALSE
60,50,30,59,3.84,FALSE
57,49,36,93,2.53,FALSE
27,53,12,83,4.93,FALSE
54,53,3,73,1.91,FALSE
28,31,23,40,1.8,FALSE
53,57,20,90,4.38,FALSE
51,37,26,8,3.75,FALSE
44,48,8,44,4.44,FALSE
36,43,7,35,3.2,FALSE
41,31,39,81,3.12,FALSE
60,36,9,81,3.08,FALSE
24,54,8,81,2.17,FALSE
52,30,37,69,4.21,FALSE
28,48,38,10,4.42,FALSE
37,42,18,88,4.17,FALSE
31,53,29,76,4.4,FALSE
49,52,17,58,3.15,FALSE
50,35,8,43,2.31,FALSE
57,32,16,76,3.05,FALSE
41,52,40,72,4.85,FALSE
31,45,38,4,3.21,FALSE
35,45,14,56,3.19,FALSE
50,40,24,88,2.83,FALSE
50,35,37,22,1.52,FALSE
58,34,37,99,3.06,FALSE
46,44,6,64,4.69,FALSE
54,52,4,19,4.26,FALSE
46,42,1,86,1.2,FALSE
56,59,19,60,1.18,FALSE
35,53,28,97,1.51,FALSE
47,57,12,72,4.76,FALSE
55,35,2,13,3.15,FALSE
33,42,27,97,3.64,FALSE
47,42,21,77,1.91,FALSE
25,43,31,14,3.7,FALSE
22,35,44,88,3.77,FALSE
52,59,49,71,1.34,FALSE
53,58,25,94,3.12,FALSE
32,36,2,89,1.44,FALSE
37,59,47,82,2.05,FALSE
32,56,38,28,1.23,FALSE
24,33,2,86,2.5,FALSE
48,51,42,47,4.97,FALSE
36,48,8,98,3.12,FALSE
57,55,9,5,4.26,FALSE
42,56,23,75,1.55,FALSE
54,38,4,26,4.43,FALSE
41,35,33,37,1.42,FALSE
34,41,17,74,1.12,FALSE
50,33,42,77,4.77,FALSE
48,32,24,88,1.58,FALSE
58,31,24,74,3.52,FALSE
58,48,3,70,4.62,FALSE
37,60,11,47,4.63,FALSE
53,33,32,37,4.24,FALSE
22,53,2,27,3.07,FALSE
43,44,13,79,1.98,FALSE
48,56,47,33,1.09,FALSE
47,53,43,83,2.92,FALSE
45,43,36,92,1.91,FALSE
56,35,36,11,2.83,FALSE
48,58,17,86,1.01,FALSE
49,58,42,99,1.18,FALSE
33,40,0,94,2.16,FALSE
54,48,0,91,4.61,FALSE
33,54,20,3,1.89,FALSE
50,45,9,57,4.4,FALSE
42,34,44,88,2.17,FALSE
53,43,39,64,4.62,FALSE
51,48,33,25,2.48,FALSE
43,39,16,88,3.26,FALSE
33,38,14,66,2.49,FALSE
33,57,17,95,3.49,FALSE
37,42,13,35,4.38,FALSE
50,34,26,20,2.17,FALSE
40,38,10,92,2.05,FALSE
46,44,37,75,3.69,FALSE
53,39,3,37,4.6,FALSE
50,38,2,93,1.43,FALSE
48,51,40,21,4.74,FALSE
31,36,46,20,1.73,FALSE
27,35,0,60,5,FALSE
48,58,7,12,4.05,FALSE
32,33,39,72,1.73,FALSE
31,42,29,83,1.18,FALSE
51,56,15,1,4.24,FALSE
25,33,47,99,3.47,FALSE
27,41,49,15,2.76,FALSE
47,56,40,94,4.53,FALSE
31,31,9,3,1.74,FALSE
38,52,37,99,3.66,FALSE
48,57,1,55,2.6,FALSE
43,58,15,45,1.62,FALSE
54,52,39,66,2.71,FALSE
32,58,7,53,3.59,FALSE
53,55,48,18,1.98,FALSE
34,39,9,65,4.23,FALSE
50,35,45,88,1.41,FALSE
53,60,40,95,2.39,FALSE
28,56,13,20,3.89,FALSE
49,38,40,8,4.49,FALSE
45,59,17,91,3.36,FALSE
37,40,49,58,1.2,FALSE
33,34,25,10,1.51,FALSE
38,56,28,30,1.66,FALSE
49,51,30,92,1.74,FALSE
49,49,39,91,1.16,FALSE
24,30,47,99,1.47,FALSE
52,32,3,72,1.07,FALSE
22,49,49,19,3.05,FALSE
57,52,16,81,1.54,FALSE
48,50,13,7,2.32,FALSE
31,41,19,37,2.21,FALSE
60,44,20,99,2.81,FALSE
23,34,21,15,1.03,FALSE
35,42,28,88,1.86,FALSE
23,37,16,0,4.65,FALSE
60,32,15,65,3.53,FALSE
27,49,24,88,1,FALSE
48,57,35,46,4.7,FALSE
25,30,31,5,1.72,FALSE
59,52,13,21,2.71,FALSE
49,39,34,71,3.85,FALSE
41,38,13,38,1.15,FALSE
31,34,4,50,2.79,FALSE
53,38,17,12,2.67,FALSE
32,31,47,62,2.46,FALSE
60,60,19,47,1.24,FALSE
31,46,0,13,2.49,FALSE
50,41,13,55,1.93,FALSE
42,44,4,48,3.31,FALSE
28,37,1,67,1.3,FALSE
31,41,11,57,1.98,FALSE
37,50,12,0,1.21,FALSE
22,49,28,35,2.38,FALSE
31,36,25,6,1.74,FALSE
44,33,2,83,2.48,FALSE
49,46,14,38,2.16,FALSE
51,43,46,0,4.68,FALSE
46,56,48,70,3.79,FALSE
38,54,28,52,4.57,FALSE
23,53,11,94,2.12,FALSE
52,50,27,51,3.64,FALSE
54,56,34,88,3.62,FALSE
40,37,2,67,3.55,FALSE
31,58,44,21,1.29,FALSE
44,33,35,56,4.5,FALSE
41,60,1,9,4.9,FALSE
53,54,0,2,1.7,FALSE
25,53,33,61,4.67,FALSE
39,53,1,50,3.88,FALSE
44,56,28,27,4.27,FALSE
51,43,23,18,1.78,FALSE
55,41,42,36,1.1,FALSE
53,35,8,77,3.92,FALSE
53,60,4,17,2.96,FALSE
53,56,16,73,3.84,FALSE
51,40,47,31,3.32,FALSE
53,30,27,45,2.04,FALSE
37,36,37,91,1.66,FALSE
28,41,40,82,3.25,FALSE
23,47,48,90,4.33,FALSE
34,33,12,3,3.71,FALSE
46,54,17,99,3.97,FALSE
37,32,42,56,3.01,FALSE
34,34,0,1,3.4,FALSE
39,41,36,23,2.66,FALSE
57,60,21,70,3.26,FALSE
45,55,36,85,4.04,FALSE
26,33,48,28,1.13,FALSE
22,38,8,70,2.2,FALSE
59,43,13,88,2.41,FALSE
53,36,5,39,4.79,FALSE
30,54,49,1,4.76,FALSE
42,42,4,83,4.77,FALSE
58,32,38,49,3.26,FALSE
54,35,49,81,3.19,FALSE
52,39,11,75,1.18,FALSE
46,60,9,73,2.82,FALSE
59,42,16,43,4.27,FALSE
53,60,31,63,1.38,FALSE
26,55,35,85,3,FALSE
37,36,3,77,1.54,FALSE
27,49,19,2,2.94,FALSE
58,47,36,13,4.34,FALSE
24,36,24,36,1.46,FALSE
32,59,22,52,3.67,FALSE
29,46,34,86,3.17,FALSE
39,41,36,11,1.35,FALSE
55,36,44,51,4.19,FALSE
59,54,42,65,3.93,FALSE
37,48,27,50,3.45,FALSE
42,35,17,22,4.9,FALSE
54,46,0,93,3.26,FALSE
35,32,26,76,1.44,FALSE
38,45,42,44,3.83,FALSE
36,47,27,72,4.26,FALSE
35,51,7,22,3.07,FALSE
46,50,29,93,1.15,FALSE
59,35,29,71,4.91,FALSE
36,48,48,57,1.73,FALSE
33,33,17,38,2.32,FALSE
26,37,19,31,4.09,FALSE
25,49,18,25,2.71,FALSE
27,54,6,53,4.7,FALSE
48,30,19,82,4.51,FALSE
37,48,46,77,4.7,FALSE
35,35,17,47,3.39,FALSE
59,32,9,30,4.83,FALSE
28,40,43,11,2.94,FALSE
53,51,13,37,4.22,FALSE
33,50,42,80,3.83,FALSE
28,37,47,15,3.24,FALSE
26,44,26,63,3.77,FALSE
36,57,37,23,1.41,FALSE
42,34,6,33,3.42,FALSE
27,40,10,19,4.62,FALSE
34,34,45,68,3.52,FALSE
28,35,35,19,1.45,FALSE
43,53,25,30,2.5,FALSE
29,55,34,29,3.94,FALSE
34,42,21,50,3.01,FALSE
59,54,33,20,2.76,FALSE
45,44,21,28,2.69,FALSE
25,48,0,98,1.36,FALSE
52,37,20,44,2.65,FALSE
37,50,37,67,4.89,FALSE
55,45,15,81,1.74,FALSE
44,46,38,19,2.48,FALSE
23,38,38,84,2.48,FALSE
59,45,26,40,2.08,FALSE
40,48,11,4,2.86,FALSE
35,50,27,99,2.89,FALSE
60,52,21,25,3.39,FALSE
59,47,27,31,3.83,FALSE
52,39,8,63,1.71,FALSE
51,32,8,85,1.4,FALSE
38,58,44,89,3.88,FALSE
58,45,17,68,3.58,FALSE
60,45,37,27,2.97,FALSE
39,51,16,23,3.96,FALSE
24,32,33,28,3.55,FALSE
57,46,37,56,1.74,FALSE
39,32,21,83,4.56,FALSE
37,33,17,58,2.57,FALSE
25,51,32,27,4.54,FALSE
40,57,6,37,3.85,FALSE
41,52,47,57,3.44,FALSE
39,49,4,44,2.04,FALSE
50,55,40,3,1.47,FALSE
22,36,11,22,1.27,FALSE
33,40,35,35,2.66,FALSE
54,52,38,73,4.42,FALSE
41,36,12,20,1.43,FALSE
28,52,5,60,3.52,FALSE
55,32,0,97,4.94,FALSE
52,38,46,93,3.94,FALSE
35,58,4,90,3.66,FALSE
34,36,2,61,3.11,FALSE
28,46,32,77,3.59,FALSE
26,50,25,4,1.82,FALSE
29,36,41,42,4.64,FALSE
49,53,48,30,4.73,FALSE
48,37,44,99,3.89,FALSE
24,40,45,28,2.76,FALSE
58,50,25,4,2.29,FALSE
27,38,18,93,2.16,FALSE
56,60,12,35,3.84,FALSE
33,42,45,17,2.9,FALSE
40,42,0,0,4.05,FALSE
23,44,12,51,2.72,FALSE
29,31,42,36,4.23,FALSE
40,54,7,77,3.67,FALSE
57,50,1,35,3.14,FALSE
52,43,44,97,3.1,FALSE
27,42,47,99,3.26,FALSE
45,34,1,30,1.28,FALSE
39,46,1,25,3.19,FALSE
28,50,31,67,4.77,FALSE
38,46,15,49,2.39,FALSE
22,60,36,5,4.49,FALSE
22,36,20,52,3.48,FALSE
27,54,45,79,2.02,FALSE
44,43,0,23,2.74,FALSE
60,45,32,94,2.39,FALSE
55,50,28,79,2.69,FALSE
22,45,16,57,4.39,FALSE
40,46,27,64,4.75,FALSE
23,30,20,31,2.47,FALSE
51,33,46,14,2.64,FALSE
35,49,44,71,2.16,FALSE
57,55,9,36,2.4,FALSE
40,43,7,7,1.04,FALSE
31,52,2,86,1.62,FALSE
45,42,14,46,3.35,FALSE
30,42,7,81,3.25,FALSE
48,33,23,5,3.02,FALSE
41,30,33,98,1.33,FALSE
28,57,40,16,3.86,FALSE
29,51,35,22,2.08,FALSE
22,34,30,36,3.74,FALSE
22,48,23,65,3.34,FALSE
28,57,9,76,4.08,FALSE
41,30,7,37,2.43,FALSE
29,30,22,29,2.47,FALSE
46,51,42,23,3.49,FALSE
35,43,30,55,4.3,FALSE
55,45,10,25,3.57,FALSE
49,57,7,17,2.9,FALSE
30,53,31,63,4.71,FALSE
47,37,25,99,2.37,FALSE
58,44,5,1,1.18,FALSE
26,47,17,32,3.31,FALSE
29,52,12,26,2.06,FALSE
24,51,18,80,3.15,FALSE
25,41,47,28,2.71,FALSE
47,36,27,71,3.57,FALSE
54,42,46,74,3.35,FALSE
47,47,45,77,2.9,FALSE
40,31,36,67,1.58,FALSE
29,60,33,80,4.47,FALSE
46,45,34,45,1.77,FALSE
40,52,3,60,4.93,FALSE
23,37,21,43,4.06,FALSE
26,41,38,14,2.74,FALSE
32,60,16,79,2.91,FALSE
26,54,19,70,2.24,FALSE
54,48,27,34,3.3,FALSE
23,48,2,17,4.85,FALSE
54,41,1,66,2.51,FALSE
44,60,1,70,4.07,FALSE
36,43,15,71,1.7,FALSE
37,56,4,67,4.25,FALSE
23,45,0,94,1.09,FALSE
28,45,29,33,4.09,FALSE
32,31,10,54,4.14,FALSE
38,44,26,58,1.97,FALSE
52,37,2,98,1.81,FALSE
60,30,23,25,2.25,FALSE
24,46,41,46,2.04,FALSE
38,60,39,8,3.77,FALSE
43,34,21,9,2.62,FALSE
35,48,36,15,2.02,FALSE
53,48,40,66,3.76,FALSE
25,32,6,73,4.78,FALSE
35,48,35,80,2.74,FALSE
52,52,29,27,2.3,FALSE
42,58,46,59,2.14,FALSE
41,42,12,42,1.69,FALSE
43,41,26,29,2.99,FALSE
38,49,36,58,4.23,FALSE
29,57,44,96,1.25,FALSE
50,42,8,62,3.6,FALSE
50,34,16,48,1.24,FALSE
55,34,26,64,1.54,FALSE
32,39,45,72,3.68,FALSE
57,52,37,86,2.03,FALSE
29,60,42,47,4.89,FALSE
60,43,28,12,2.27,FALSE
25,42,37,2,4.17,FALSE
22,31,25,90,1.08,FALSE
60,52,18,69,1.61,FALSE
57,38,33,17,3.26,FALSE
22,41,9,44,1.75,FALSE
38,42,24,53,1.9,FALSE
53,54,11,46,1.63,FALSE
48,60,12,10,1.23,FALSE
26,40,33,91,1.77,FALSE
38,30,21,14,1.06,FALSE
22,57,15,84,4.23,FALSE
59,52,27,49,4.39,FALSE
23,36,33,69,2.98,FALSE
27,57,11,86,1.27,FALSE
59,59,27,51,2.86,FALSE
46,38,49,67,2.51,FALSE
55,42,14,89,4.74,FALSE
51,33,32,86,4.62,FALSE
59,47,18,92,2.97,FALSE
32,32,2,65,4.1,FALSE
27,42,6,29,3.35,FALSE
31,57,36,16,4.27,FALSE
47,59,30,41,3.27,FALSE
34,35,41,93,3.36,FALSE
37,38,12,15,4.19,FALSE
51,43,43,52,1.91,FALSE
33,48,7,8,1.43,FALSE
34,57,49,98,3.49,FALSE
34,41,42,65,1.58,FALSE
51,44,34,19,3.36,FALSE
55,39,4,78,3.56,FALSE
53,51,28,98,2.92,FALSE
57,34,7,20,3.71,FALSE
57,46,24,90,2.51,FALSE
57,40,37,85,2.6,FALSE
54,33,46,91,2.67,FALSE
29,51,7,48,1.27,FALSE
22,60,20,23,4.81,FALSE
44,34,14,85,2.29,FALSE
39,52,46,23,1.43,FALSE
32,48,0,13,4.13,FALSE
35,34,18,86,4.46,FALSE
48,36,46,20,4.99,FALSE
50,59,49,6,2.93,FALSE
43,51,32,91,4.58,FALSE
42,56,24,21,3.55,FALSE
50,36,17,26,3.03,FALSE
45,49,44,24,4.7,FALSE
38,60,2,3,1.93,FALSE
47,36,39,56,3.61,FALSE
54,53,23,17,1.41,FALSE
