Years_At_Company,Performance_Score,Monthly_Salary,Remote_Work_Frequency,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
8,3,7800,0,28,0,3.28,TRUE
9,2,7200,25,13,1,2.79,TRUE
9,4,4900,50,99,1,1.62,TRUE
6,5,9000,25,86,2,3.77,TRUE
3,1,6600,75,72,2,1.42,TRUE
9,1,6600,100,93,2,4.51,TRUE
5,3,4550,25,76,1,1.03,TRUE
3,3,7800,0,61,2,3.44,TRUE
2,5,5250,75,65,1,3.85,TRUE
4,5,9000,0,25,1,4.7,TRUE
7,3,7800,25,13,2,4.54,TRUE
0,4,4900,75,30,2,1.93,TRUE
8,3,4550,0,20,2,1.02,TRUE
6,1,5500,75,43,2,2.13,TRUE
5,2,6600,0,26,2,2.39,TRUE
7,1,6050,75,42,2,2.62,TRUE
0,1,4950,50,83,1,1.72,TRUE
6,1,4950,100,72,1,4.08,TRUE
8,4,8400,100,98,0,2.94,TRUE
7,1,4400,50,10,1,3.21,TRUE
3,4,5600,50,89,1,1.92,TRUE
4,4,6300,25,54,2,2.55,TRUE
4,3,7800,75,90,1,3.02,TRUE
7,5,7500,25,10,1,2.7,TRUE
0,5,5250,25,76,0,4.61,TRUE
7,5,9000,0,65,1,2.97,TRUE
9,2,6600,50,16,1,2.71,TRUE
8,4,8400,25,18,1,4.22,TRUE
7,5,5250,75,17,2,2.03,TRUE
2,1,5500,0,40,1,4.01,TRUE
1,1,4400,50,16,1,4.73,TRUE
3,4,5600,100,15,1,4.74,TRUE
4,3,5200,50,28,0,3.73,TRUE
0,4,7000,100,72,0,2.26,TRUE
5,1,4400,75,13,0,1.49,TRUE
3,3,6500,100,36,2,1.03,TRUE
2,3,7800,50,82,1,2.15,TRUE
1,1,5500,100,41,0,3.05,TRUE
0,4,8400,0,13,2,1.43,TRUE
9,3,7800,50,1,1,4.72,TRUE
3,2,6600,75,85,2,2.88,TRUE
8,1,4950,75,43,0,3.21,TRUE
9,3,5200,75,13,0,3.35,TRUE
9,1,4400,75,95,1,4.63,TRUE
9,1,5500,75,85,1,2.27,TRUE
7,3,5200,50,20,1,1.47,TRUE
1,2,7200,100,92,2,4.86,TRUE
9,5,8250,100,15,2,3.7,TRUE
6,5,9000,100,81,0,3.17,TRUE
1,1,3850,100,3,1,3.53,TRUE
0,5,9000,50,35,0,2.58,TRUE
9,5,8250,25,38,1,1.32,TRUE
2,2,6000,75,65,2,1.74,TRUE
4,2,4800,50,54,0,1,TRUE
4,3,6500,25,3,1,4.42,TRUE
9,4,7000,25,46,1,4.03,TRUE
9,2,4800,75,43,2,1.24,TRUE
1,1,6600,0,65,2,4.57,TRUE
5,4,8400,50,14,2,4.54,TRUE
0,1,6600,25,68,2,2.44,TRUE
0,5,8250,50,9,0,2.78,TRUE
2,4,4900,100,29,1,4.06,TRUE
4,1,6050,50,18,1,3.1,TRUE
1,3,7150,25,51,0,1.49,TRUE
4,4,8400,50,35,2,4.75,TRUE
5,4,7700,100,30,2,2.25,TRUE
8,4,8400,50,78,2,2.61,TRUE
4,2,7200,0,44,0,3.12,TRUE
4,3,6500,100,33,2,4.31,TRUE
8,5,8250,0,61,0,1.58,TRUE
1,4,7000,100,97,1,1.7,TRUE
1,5,5250,25,74,0,4.16,TRUE
0,4,6300,25,19,2,4.94,TRUE
7,4,6300,75,36,0,1.49,TRUE
9,2,4200,75,6,2,3.43,TRUE
0,3,5850,25,78,1,4.29,TRUE
0,3,5200,0,58,1,4.52,TRUE
3,1,4950,0,1,0,3.97,TRUE
4,4,7000,25,13,1,2.61,TRUE
7,4,8400,25,55,0,2.47,TRUE
4,1,6050,0,64,0,1.45,TRUE
1,4,8400,25,12,1,2.82,TRUE
9,1,6600,25,25,0,3.07,TRUE
6,3,4550,50,61,1,3.78,TRUE
1,1,6600,25,49,2,1.05,TRUE
9,1,4950,100,68,2,2.93,TRUE
3,3,5200,75,5,1,3.83,TRUE
6,5,7500,0,57,2,4.46,TRUE
0,1,3850,75,30,1,3.78,TRUE
3,5,6000,25,46,0,3.81,TRUE
5,1,6600,25,10,1,1.59,TRUE
1,5,7500,50,1,2,3.86,TRUE
6,2,4200,0,75,1,2.77,TRUE
0,4,4900,50,66,0,3.51,TRUE
0,2,7200,25,52,1,4.95,TRUE
3,4,8400,100,15,0,4.36,TRUE
0,3,4550,0,43,2,2.68,TRUE
3,3,5850,100,37,2,1.18,TRUE
3,5,6750,0,65,1,1.09,TRUE
3,3,5850,50,5,1,1.42,TRUE
7,1,3850,0,11,2,4.04,TRUE
0,5,6000,0,47,2,1.58,TRUE
3,4,7000,50,67,1,1.41,TRUE
9,4,8400,100,45,2,4.11,TRUE
6,2,7200,0,57,0,1.47,TRUE
6,2,7200,0,74,2,4.86,TRUE
3,3,5850,25,16,1,3.6,TRUE
0,4,8400,100,94,2,4.01,TRUE
2,2,6600,25,16,1,2.76,TRUE
5,1,3850,0,5,0,1,TRUE
5,5,9000,0,56,1,2.15,TRUE
0,2,7200,25,41,2,4.71,TRUE
0,2,6000,0,56,0,1.59,TRUE
4,4,8400,0,31,1,3.57,TRUE
1,1,6600,100,14,2,2.73,TRUE
2,2,6600,25,33,0,1.03,TRUE
5,3,7150,100,61,0,4.57,TRUE
1,4,6300,100,9,0,4.31,TRUE
5,5,7500,75,63,1,4.74,TRUE
2,3,6500,50,67,1,1.59,TRUE
3,1,3850,25,24,0,1.81,TRUE
8,2,4200,100,97,0,3,TRUE
1,4,6300,75,67,0,2.38,TRUE
9,1,6600,50,19,1,3.15,TRUE
4,2,5400,75,61,1,2.96,TRUE
7,5,6000,100,34,1,3.52,TRUE
1,1,4400,100,90,0,1.68,TRUE
3,1,4950,100,75,0,1.88,TRUE
6,4,8400,75,24,1,3.49,TRUE
0,4,7000,100,25,1,4.99,TRUE
8,1,6600,100,81,2,2.3,TRUE
9,2,6600,50,82,2,1.05,TRUE
9,4,8400,75,34,0,4.99,TRUE
8,1,6600,50,96,2,3.37,TRUE
8,3,4550,75,73,1,1.28,TRUE
3,2,7200,50,56,1,4.23,TRUE
6,2,6000,100,60,1,4.78,TRUE
4,1,5500,75,46,0,3.93,TRUE
8,2,5400,0,38,2,1.61,TRUE
6,1,6600,25,58,1,1.6,TRUE
3,2,6600,25,77,1,1.07,TRUE
1,2,6600,25,18,2,1.6,TRUE
2,3,7800,50,39,2,1.07,TRUE
3,1,3850,100,71,1,1.56,TRUE
8,3,5850,0,34,0,2.2,TRUE
9,3,5200,100,91,1,1.65,TRUE
7,4,8400,50,78,0,2.75,TRUE
9,4,6300,75,11,2,2.43,TRUE
5,3,7150,100,35,0,1.83,TRUE
1,5,5250,75,42,1,3.3,TRUE
5,2,7200,25,70,2,2.71,TRUE
2,5,9000,100,73,1,2.34,TRUE
8,2,7200,75,5,2,4.1,TRUE
6,3,5200,25,73,2,1.8,TRUE
4,1,4950,0,67,1,3.45,TRUE
0,1,6600,0,14,2,2.45,TRUE
2,5,8250,75,16,1,4.14,TRUE
2,1,6050,25,83,2,1.02,TRUE
8,5,7500,25,62,0,1.28,TRUE
4,5,6000,25,56,2,1.42,TRUE
8,2,7200,100,48,2,3.11,TRUE
0,2,7200,50,65,2,4.67,TRUE
0,5,6750,25,27,1,4.6,TRUE
8,1,6600,0,42,2,1.86,TRUE
1,4,8400,75,79,1,3.29,TRUE
7,3,7150,50,63,0,2.44,TRUE
7,1,4950,0,96,0,3.07,TRUE
2,5,6750,75,54,1,4.56,TRUE
7,5,9000,0,56,0,2.46,TRUE
0,1,4950,75,94,2,1.19,TRUE
8,4,6300,25,98,0,2.18,TRUE
7,1,4400,75,29,2,4.82,TRUE
0,3,5200,0,61,1,4.5,TRUE
4,4,8400,100,0,0,4.28,TRUE
0,3,6500,25,88,1,4.41,TRUE
3,5,8250,100,80,2,2.89,TRUE
3,2,4800,100,51,2,2.39,TRUE
6,2,7200,100,25,2,2.49,TRUE
8,2,4800,100,0,2,1.18,TRUE
6,3,6500,25,10,0,3.67,TRUE
5,1,3850,100,94,1,1.85,TRUE
9,2,7200,25,43,0,3.69,TRUE
9,3,5850,100,32,1,4.84,TRUE
2,1,3850,100,4,1,4.61,TRUE
5,2,4200,0,95,1,3.9,TRUE
6,1,6600,100,56,1,1.24,TRUE
6,4,7000,25,74,1,4.3,TRUE
0,3,5200,75,49,0,1.97,TRUE
4,3,7800,100,4,0,2.62,TRUE
1,2,7200,75,60,1,3.63,TRUE
5,1,4400,25,5,0,3.53,TRUE
2,1,6600,25,2,1,3.35,TRUE
5,1,4400,25,34,2,3.25,TRUE
4,5,7500,100,84,2,2.37,TRUE
3,5,8250,50,19,0,3.37,TRUE
7,4,8400,0,74,1,2.51,TRUE
6,2,7200,50,81,1,3.29,TRUE
1,1,6600,75,46,2,2,TRUE
8,3,5200,25,34,2,1.7,TRUE
6,3,6500,0,47,1,3.81,TRUE
6,1,3850,100,6,1,3.89,TRUE
7,2,4200,100,47,0,2.1,TRUE
4,5,6750,25,72,0,1.76,TRUE
6,1,6050,75,60,1,3.69,TRUE
9,5,9000,0,1,1,1.07,TRUE
1,3,7150,0,20,2,1.31,TRUE
8,2,6000,25,25,1,4.02,TRUE
7,5,9000,0,12,0,1.71,TRUE
5,4,5600,0,43,2,1.53,TRUE
2,3,5850,0,69,2,2.92,TRUE
0,5,8250,0,50,1,2.18,TRUE
8,5,8250,100,33,2,2.29,TRUE
2,3,4550,25,57,0,1.29,TRUE
4,2,4800,100,91,1,1.31,TRUE
0,4,7700,75,84,2,2.81,TRUE
9,1,5500,50,29,1,3.65,TRUE
6,5,9000,0,42,1,1.2,TRUE
2,4,4900,100,11,1,3.63,TRUE
8,1,6600,25,76,2,3.05,TRUE
10,4,7700,0,54,0,4.22,TRUE
2,4,8400,50,38,0,1.55,TRUE
1,4,4900,100,3,2,3.8,TRUE
1,3,7800,50,87,2,2.58,TRUE
2,1,3850,50,9,2,3.2,TRUE
6,4,7000,100,64,1,3.77,TRUE
8,5,9000,100,85,2,4.16,TRUE
9,2,4800,100,73,1,3.62,TRUE
4,3,5850,25,33,1,4.4,TRUE
2,1,6600,100,82,1,3.57,TRUE
0,1,3850,100,18,1,4.18,TRUE
3,1,6600,25,62,2,1.4,TRUE
0,2,6600,100,50,1,1.47,TRUE
8,1,5500,75,62,2,3.68,TRUE
2,2,5400,75,77,2,3.63,TRUE
9,1,6600,25,92,2,1.38,TRUE
5,2,7200,0,8,0,1.13,TRUE
2,2,4800,100,59,1,2.64,TRUE
4,5,8250,75,79,1,4.77,TRUE
3,1,4400,25,8,2,1.12,TRUE
8,3,6500,0,25,1,3.54,TRUE
6,5,5250,0,0,1,2.48,TRUE
2,2,4200,100,69,0,2.92,TRUE
1,1,5500,75,16,2,4.03,TRUE
1,3,5850,25,95,0,2.54,TRUE
9,4,5600,50,67,1,3.3,TRUE
4,5,6750,50,91,0,3.8,TRUE
4,2,4800,25,62,2,4.57,TRUE
5,2,4200,0,48,1,4.46,TRUE
1,2,5400,100,29,0,4.79,TRUE
7,5,5250,25,62,1,3.02,TRUE
7,1,6050,75,19,2,2.8,TRUE
1,2,5400,25,85,0,4.44,TRUE
5,4,7700,100,52,2,3.03,TRUE
3,4,7700,0,88,0,3.05,TRUE
9,3,7800,50,84,1,1.71,TRUE
6,1,6600,75,25,1,3.73,TRUE
0,3,7800,100,15,1,2.97,TRUE
7,3,7150,25,81,2,2.85,TRUE
7,2,6000,50,79,0,3.89,TRUE
3,1,3850,50,51,2,4.39,TRUE
8,3,6500,25,26,1,1.27,TRUE
7,2,6000,100,74,2,1.43,TRUE
2,2,4200,100,66,1,3.94,TRUE
8,3,7150,25,12,0,4.33,TRUE
9,3,5200,75,79,0,3.48,TRUE
0,2,7200,0,77,0,3.43,TRUE
4,1,5500,100,36,2,1.05,TRUE
1,4,6300,100,9,0,1.09,TRUE
5,4,5600,75,6,0,4.23,TRUE
8,4,5600,25,53,2,2.35,TRUE
7,3,5850,75,76,0,1.43,TRUE
7,3,7800,25,57,1,4.5,TRUE
6,4,7700,75,95,1,4.48,TRUE
5,1,6050,50,63,0,2.29,TRUE
3,4,4900,100,69,1,1.42,TRUE
0,1,3850,100,68,0,1.92,TRUE
6,3,7800,0,50,1,3.1,TRUE
5,4,7000,100,91,0,1.53,TRUE
4,4,4900,25,41,1,1.26,TRUE
3,5,6000,75,60,1,4.3,TRUE
1,5,5250,100,4,0,4.66,TRUE
3,5,7500,50,66,2,1.78,TRUE
9,5,7500,75,56,0,2.26,TRUE
0,1,4950,0,33,1,2.67,TRUE
7,2,5400,0,67,0,4.98,TRUE
8,1,4400,50,59,2,1.84,TRUE
6,4,8400,0,0,2,1.48,TRUE
1,1,4400,25,14,2,2.02,TRUE
7,4,4900,25,4,2,4.36,TRUE
5,5,7500,75,55,1,4.01,TRUE
0,4,8400,0,59,0,2.91,TRUE
3,3,4550,25,64,2,4.54,TRUE
0,1,6600,75,84,1,1.02,TRUE
4,2,7200,0,30,2,2.74,TRUE
7,1,3850,25,29,0,3.82,TRUE
6,2,6600,50,36,2,2.81,TRUE
8,2,6600,50,48,1,3.06,TRUE
0,4,7700,50,39,2,3.97,TRUE
6,2,6000,50,56,0,3.78,TRUE
8,4,8400,25,88,1,1.61,TRUE
2,4,4900,50,1,2,4.18,TRUE
5,2,5400,25,85,1,4.59,TRUE
7,2,4200,25,0,1,1.87,TRUE
6,1,4400,100,13,2,3.42,TRUE
4,1,6600,25,36,2,4.12,TRUE
2,3,6500,25,79,0,3.5,TRUE
8,5,8250,75,8,2,2.46,TRUE
9,4,8400,75,74,2,4.33,TRUE
8,4,6300,100,51,2,1.24,TRUE
7,3,6500,75,14,2,1.55,TRUE
7,5,5250,0,20,1,2.41,TRUE
0,5,8250,25,45,0,1.89,TRUE
0,3,7150,0,82,2,3.29,TRUE
1,1,6050,50,79,0,2.57,TRUE
6,5,7500,100,75,2,1.58,TRUE
1,2,6600,50,57,2,2.39,TRUE
3,5,5250,0,82,1,3.67,TRUE
5,5,8250,100,95,2,1.53,TRUE
3,3,7150,75,91,2,2.18,TRUE
7,2,4800,50,12,1,4.92,TRUE
0,1,6050,100,6,1,1.29,TRUE
3,5,6750,100,66,0,2.22,TRUE
0,3,6500,75,55,1,2.42,TRUE
7,5,6000,50,70,0,4.03,TRUE
9,1,6600,75,76,0,3.34,TRUE
8,1,6600,25,17,2,3.34,TRUE
9,1,5500,100,41,2,2.22,TRUE
0,5,9000,75,24,0,4.45,TRUE
5,3,5200,0,32,1,1.11,TRUE
5,2,7200,0,42,0,4.65,TRUE
5,3,7150,100,78,0,1.1,TRUE
3,3,4550,75,36,1,3.26,TRUE
0,3,7150,100,59,2,2.41,TRUE
5,3,5850,50,17,2,1.89,TRUE
9,2,4200,25,11,2,2.24,TRUE
5,4,4900,50,71,0,2.82,TRUE
7,3,7800,100,56,0,2.29,TRUE
6,2,4200,75,69,1,3.84,TRUE
5,2,6600,100,17,2,2.48,TRUE
4,1,4950,0,44,2,2.98,TRUE
2,1,6600,0,93,0,3.16,TRUE
6,5,9000,0,68,2,3.65,TRUE
6,5,6000,100,54,1,2.78,TRUE
0,5,9000,50,79,2,1.55,TRUE
4,4,4900,75,44,0,4.01,TRUE
4,3,4550,75,74,2,3.18,TRUE
2,2,5400,75,90,0,1.04,TRUE
4,2,7200,75,93,0,1.44,TRUE
9,2,4800,0,99,1,3.61,TRUE
5,1,6600,50,81,1,2.52,TRUE
2,1,5500,0,0,0,4.36,TRUE
5,3,7800,75,8,1,2.02,TRUE
5,4,7700,0,33,0,4.42,TRUE
6,5,9000,100,63,1,2.71,TRUE
7,2,7200,25,47,2,2.5,TRUE
6,3,5850,25,82,1,4.45,TRUE
2,1,3850,0,63,1,2.05,TRUE
5,5,8250,0,0,2,4.92,TRUE
0,2,4200,75,32,0,4.5,TRUE
2,1,6050,25,55,2,2.78,TRUE
5,3,6500,75,80,2,1.33,TRUE
1,2,7200,0,99,0,2.66,TRUE
1,5,9000,50,1,2,3.11,TRUE
2,2,4200,0,46,2,2.96,TRUE
2,4,7000,75,34,1,3.64,TRUE
8,2,5400,100,56,0,1.61,TRUE
0,4,4900,25,77,2,1.7,TRUE
9,4,5600,75,30,2,4.52,TRUE
9,4,7700,75,24,2,3.96,TRUE
1,3,5200,75,37,2,4.63,TRUE
5,5,6000,25,89,1,1.37,TRUE
6,4,8400,50,56,0,4.37,TRUE
7,5,6750,50,64,2,4.4,TRUE
8,3,7150,75,93,1,4.14,TRUE
9,4,7000,100,77,0,1.19,TRUE
5,1,3850,25,11,1,1.6,TRUE
7,1,5500,0,50,1,3.48,TRUE
0,4,5600,0,74,2,4.91,TRUE
9,3,7150,75,37,2,2.67,TRUE
1,4,7000,0,44,1,3.14,TRUE
6,1,6050,75,77,2,2.45,TRUE
2,5,7500,50,58,1,4.86,TRUE
6,5,7500,75,40,1,2.3,TRUE
5,2,5400,50,7,0,1.19,TRUE
8,1,6600,75,36,2,1.88,TRUE
2,2,7200,0,32,2,2.37,TRUE
3,5,9000,100,99,1,4.49,TRUE
2,2,4800,100,64,1,1.24,TRUE
2,1,4950,25,41,0,2.86,TRUE
2,2,6000,0,78,1,4.61,TRUE
0,3,7800,75,96,2,3.26,TRUE
2,2,7200,25,44,0,1.1,TRUE
7,3,7150,25,90,1,3.67,TRUE
4,5,7500,100,41,1,2.17,TRUE
9,3,5200,0,6,2,1.11,TRUE
2,5,7500,0,6,2,2.91,TRUE
2,5,9000,100,49,1,2.74,TRUE
7,3,5850,100,92,1,2.52,TRUE
0,2,4200,100,27,0,3.48,TRUE
7,2,7200,0,16,2,4.36,TRUE
4,4,4900,75,65,0,4.83,TRUE
5,2,6000,75,66,2,2.36,TRUE
8,1,6050,75,81,2,2.35,TRUE
7,5,5250,50,3,0,1.32,TRUE
7,2,6600,25,15,0,1.22,TRUE
3,2,7200,0,40,2,3.13,TRUE
5,2,4800,50,82,0,1.27,TRUE
0,2,4200,50,4,2,3.59,TRUE
5,3,5850,75,97,2,3.01,TRUE
5,3,7150,25,4,2,2.33,TRUE
9,3,5850,25,51,1,2.9,TRUE
6,3,5200,100,21,0,2.37,TRUE
8,2,7200,100,56,0,2.66,TRUE
2,2,4200,25,9,1,1.18,TRUE
4,4,7700,50,32,2,4.09,TRUE
4,3,4550,50,80,1,3.41,TRUE
4,3,5200,75,49,2,2.01,TRUE
3,4,7000,75,55,2,2.02,TRUE
0,5,6750,75,52,2,4.36,TRUE
7,1,3850,75,87,2,2.94,TRUE
8,2,4200,75,50,0,4.15,TRUE
5,2,4800,100,86,1,1.37,TRUE
2,5,6000,50,66,2,3.55,TRUE
2,4,4900,100,45,2,2.77,TRUE
0,5,9000,100,16,0,2.72,TRUE
1,5,6000,75,94,0,4.62,TRUE
0,2,5400,0,88,1,3.67,TRUE
7,2,5400,50,35,2,2.67,TRUE
8,2,4800,0,97,2,1.11,TRUE
8,4,8400,50,94,1,2.99,TRUE
6,5,6000,100,23,0,2.32,TRUE
2,1,5500,50,28,0,4.56,TRUE
4,3,6500,50,22,0,4.11,TRUE
1,2,7200,0,49,1,1.7,TRUE
5,5,5250,25,37,1,2.37,TRUE
0,5,9000,50,95,2,1.69,TRUE
8,4,4900,75,88,0,3.68,TRUE
3,3,7800,100,73,0,4.04,TRUE
7,2,4800,100,91,2,4.31,TRUE
1,1,4400,50,44,0,2.97,TRUE
6,4,5600,0,5,0,2.7,TRUE
3,4,4900,100,4,0,3.08,TRUE
2,5,8250,50,81,1,4.84,TRUE
2,5,9000,0,11,1,1.91,TRUE
9,4,8400,50,57,1,2.73,TRUE
5,2,5400,25,10,0,4.08,TRUE
7,4,7700,75,92,0,1.18,TRUE
4,5,8250,100,48,0,3.66,TRUE
8,5,9000,25,56,2,4.06,TRUE
2,4,8400,100,55,2,2.78,TRUE
9,2,7200,100,39,2,1.37,TRUE
8,2,5400,75,1,0,2.11,TRUE
3,3,7800,100,67,0,1.02,TRUE
8,2,7200,25,11,2,3.47,TRUE
8,5,6750,50,60,1,3.37,TRUE
2,4,6300,25,26,0,3.68,TRUE
4,2,4200,100,29,0,1.36,TRUE
1,3,7800,0,62,1,1.91,TRUE
5,2,6000,25,71,1,4.96,TRUE
8,3,6500,50,35,1,3.98,TRUE
2,5,9000,50,71,0,2.79,TRUE
6,5,8250,0,82,0,2.64,TRUE
3,1,4400,75,30,2,3.88,TRUE
8,5,8250,0,96,1,4.21,TRUE
9,3,7800,0,6,2,3.25,TRUE
3,4,7700,100,66,1,3.46,TRUE
4,3,5850,50,51,2,4.2,TRUE
6,4,8400,75,12,2,4.25,TRUE
7,2,6600,100,15,0,1.75,TRUE
7,2,4200,75,19,1,3.51,TRUE
6,3,6500,25,35,0,4.49,TRUE
8,5,6750,0,88,2,4.35,TRUE
7,4,8400,75,4,2,2.34,TRUE
3,4,5600,25,74,2,2.36,TRUE
3,4,4900,50,22,2,3.62,TRUE
5,3,5200,75,63,0,2.16,TRUE
2,4,8400,0,70,2,1.09,TRUE
8,4,8400,25,77,1,2.73,TRUE
8,3,6500,75,95,1,2.16,TRUE
1,3,5200,0,50,2,1.13,TRUE
9,2,6600,100,79,1,3.54,TRUE
1,4,7700,25,11,0,4.78,TRUE
0,1,6600,50,88,2,2.12,TRUE
6,3,5200,100,92,1,3.95,TRUE
5,3,7800,25,66,1,1.94,TRUE
7,5,6750,100,85,0,3.64,TRUE
9,4,7000,100,95,0,2,TRUE
9,5,7500,100,75,0,3.44,TRUE
1,4,7000,0,56,2,4.02,TRUE
7,3,7800,25,53,1,3.13,TRUE
7,4,7000,75,46,1,2.99,TRUE
3,4,8400,100,6,1,2.04,TRUE
2,2,4200,25,64,0,3.22,TRUE
8,2,5400,50,9,0,2.47,TRUE
8,4,8400,50,42,1,4.44,TRUE
8,1,4950,0,36,1,2.67,TRUE
9,5,8250,0,29,2,2.1,TRUE
5,2,6600,0,75,0,3.94,TRUE
4,4,8400,75,3,2,3.71,TRUE
2,5,9000,100,42,2,4.58,TRUE
6,2,6600,100,67,1,4.18,TRUE
6,3,5200,25,16,1,2.38,TRUE
5,2,6600,100,86,1,1.54,TRUE
7,2,7200,0,94,1,3.69,TRUE
1,3,4550,75,13,2,2.12,TRUE
3,3,7800,100,85,1,1.3,TRUE
9,3,7800,75,56,1,2.3,TRUE
1,4,8400,0,75,1,4.22,TRUE
5,1,6600,0,57,0,4.42,TRUE
9,3,6500,25,62,2,4.67,TRUE
6,3,4550,25,3,2,3.89,TRUE
4,1,4950,0,16,1,3.93,TRUE
9,4,7700,25,92,1,2.76,TRUE
6,4,4900,25,78,2,1.46,TRUE
8,3,4550,50,56,0,1.47,TRUE
8,1,3850,25,9,1,4.43,TRUE
8,3,7800,100,80,2,2.33,TRUE
4,1,4400,25,67,1,2,TRUE
3,3,7800,100,98,1,4.46,TRUE
1,3,7150,100,43,0,2.64,TRUE
1,5,9000,25,27,2,3.89,TRUE
8,1,4950,50,33,1,4.22,TRUE
5,5,6750,50,76,0,1.74,TRUE
1,3,4550,50,71,0,3.93,TRUE
8,5,6750,25,75,1,1.37,TRUE
1,5,9000,75,84,0,2.69,TRUE
7,1,4400,25,86,0,4.18,TRUE
8,4,7700,25,17,0,1.6,TRUE
7,3,7800,75,70,0,1.16,TRUE
0,1,6600,25,9,2,3.17,TRUE
8,4,7700,25,61,0,2.01,TRUE
6,2,6000,75,91,2,1.14,TRUE
6,2,7200,75,61,1,1.75,TRUE
3,3,7150,50,50,0,1.92,TRUE
5,4,4900,0,16,0,2.01,TRUE
9,2,7200,50,51,2,3.02,TRUE
1,5,9000,0,15,1,3.26,TRUE
7,5,8250,100,78,0,2.79,TRUE
3,5,8250,100,93,1,3.28,TRUE
6,1,3850,75,3,0,2.56,TRUE
5,1,6050,75,16,2,4.95,TRUE
6,1,5500,100,71,1,2.67,TRUE
1,3,7800,50,45,0,4.2,TRUE
6,5,9000,50,39,2,1.5,TRUE
0,5,7500,75,32,2,2.93,TRUE
6,5,7500,25,49,0,4.18,TRUE
2,5,9000,25,79,2,2.45,TRUE
9,4,8400,100,32,2,1.48,TRUE
6,2,7200,100,87,1,2.13,TRUE
4,3,4550,25,88,0,3.54,TRUE
4,5,9000,100,87,1,3.08,TRUE
8,3,5200,100,55,0,2.32,TRUE
5,2,5400,100,45,2,4.45,TRUE
7,1,6600,0,71,2,1.29,TRUE
6,4,7700,100,20,1,2.71,TRUE
0,1,6600,50,61,1,4.77,TRUE
7,4,8400,50,71,0,4.65,TRUE
3,4,5600,75,71,2,1.32,TRUE
0,4,6300,75,86,2,3.62,TRUE
3,1,4950,75,51,0,4.83,TRUE
3,2,6000,75,47,1,4.65,TRUE
2,2,5400,75,64,2,3.79,TRUE
3,5,9000,50,72,1,4.25,TRUE
8,1,6600,25,95,2,3.29,TRUE
3,3,4550,50,63,1,1.69,TRUE
4,3,7800,100,3,2,4.68,TRUE
7,5,6750,25,76,2,3.94,TRUE
1,5,6000,0,48,2,2.32,TRUE
4,5,6000,0,0,2,3.95,TRUE
4,4,7700,25,67,0,2.71,TRUE
5,3,6500,100,69,2,4.87,TRUE
0,4,4900,50,93,0,3.69,TRUE
8,4,5600,100,48,0,2.95,TRUE
4,2,7200,50,95,2,2.88,TRUE
9,2,7200,0,82,2,4.06,TRUE
5,3,7800,0,33,0,2.81,TRUE
1,5,6750,50,66,1,3.6,TRUE
2,1,5500,75,88,0,4.23,TRUE
6,5,6750,75,19,2,1.86,TRUE
7,5,5250,25,84,2,4.61,TRUE
0,2,4800,0,89,2,3.82,TRUE
8,1,6600,50,35,2,2.02,TRUE
1,1,6050,100,55,2,1.36,TRUE
9,3,7800,0,22,1,4.21,TRUE
1,2,4800,50,35,0,1.67,TRUE
7,4,7000,100,94,2,1.22,TRUE
0,3,7800,25,96,2,1.14,TRUE
3,2,4200,50,95,2,4.05,TRUE
0,2,6000,100,79,2,2.53,TRUE
9,1,4400,0,75,2,3.45,TRUE
0,5,6000,75,7,0,2.38,TRUE
3,1,5500,100,50,2,3.83,TRUE
8,4,5600,25,92,2,3.35,TRUE
8,4,7000,75,25,1,3.02,TRUE
5,3,5200,25,21,2,2.23,TRUE
4,3,4550,75,22,0,2.79,TRUE
4,5,6000,50,28,0,1.78,TRUE
2,3,5200,0,26,2,1.58,TRUE
0,1,6600,75,64,1,4.38,TRUE
5,3,6500,75,38,1,4.08,TRUE
0,4,7000,50,51,2,2.34,TRUE
8,2,4800,25,86,0,3.64,TRUE
7,1,6600,100,28,1,3.66,TRUE
8,5,5250,25,64,2,2.02,TRUE
8,1,6600,100,7,1,1.96,TRUE
5,4,8400,100,75,1,2.98,TRUE
8,4,7000,0,50,0,2.19,TRUE
4,4,5600,50,67,1,1.35,TRUE
1,3,5850,75,44,2,4.59,TRUE
5,2,4800,0,74,2,1.66,TRUE
7,1,4950,75,14,2,2.7,TRUE
1,3,5200,100,74,0,1.04,TRUE
0,1,6050,50,36,1,1.2,TRUE
5,2,4200,0,33,2,3.7,TRUE
3,5,5250,100,32,1,3.92,TRUE
8,4,6300,50,27,0,4.73,TRUE
4,4,4900,25,66,0,3.25,TRUE
0,4,5600,50,51,1,3.19,TRUE
2,1,6600,25,36,0,1.26,TRUE
8,2,6600,50,72,0,1.63,TRUE
0,5,6000,100,62,1,3.44,TRUE
6,5,9000,50,56,2,4.43,TRUE
8,2,5400,75,75,1,3.22,TRUE
1,5,9000,0,6,0,2.62,TRUE
7,5,6000,100,76,0,4.67,TRUE
5,3,7150,50,85,1,3.48,TRUE
8,1,4950,0,33,0,1.1,TRUE
4,5,8250,0,32,0,2.12,TRUE
1,3,5850,0,43,2,4.12,TRUE
1,3,7800,75,82,1,1.18,TRUE
9,3,5850,25,45,2,1.06,TRUE
1,5,8250,50,57,2,2.71,TRUE
9,3,5850,50,56,0,1.66,TRUE
